,offer_id,comparison_new,brand,matches
75430,e4c3203d-699e-46a5-b716-77f0db3c84a2,ellesse grau meliert perc sweatshirt,ellesse,"[('ellesse grau   grau sweatshirt', 95), ('ellesse graumeliert   grau sweatshirt', 88)]"
75495,4afb02e0-613a-47b2-b404-edbf0091ed8c,ellesse schwarz lalonio wintermantel,ellesse,"[('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86), ('ellesse weiß   himmelblau   mandarine   weiß t shirt   fantucci ', 86)]"
75590,e49226dc-0491-472d-bd71-b5946b567d5e,ellesse schwarz ophicius jacket leichte jacke,ellesse,"[('ellesse schwarz   schwarz jacke', 95), ('ellesse schwarz   schwarz jacke', 95)]"
75647,25975867-da42-40b2-8e62-08a268ccf5c1,ellesse schwarz mycella tee t shirt print,ellesse,"[('ellesse schwarz   weiß   schwarz t shirt', 87), ('ellesse schwarz   weiß   schwarz t shirt', 87)]"
75658,d5c1c79c-f7ae-4f47-b9c0-0c5b6c621a99,ellesse weiß banchina track pant stoffhose,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse schwarz   weiß   grenadine   mandarine   schwarz sweatshirt', 86)]"
75659,8b455959-5f6d-493f-9445-63d9fb91edfd,ellesse hellgrau tuttan crop top,ellesse,"[('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86), ('ellesse weiß   himmelblau   mandarine   weiß t shirt   fantucci ', 86)]"
75707,55dc0215-bf4c-4e83-8cba-841415ae1881,ellesse schwarz aruga gürteltasche,ellesse,"[('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86), ('ellesse weiß   himmelblau   mandarine   weiß t shirt   fantucci ', 86)]"
75717,dd80c2aa-7730-4145-90e6-afd63451a07d,ellesse grau meliert maryam unisex t shirt print,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse burgunder   lila tasche', 86)]"
75735,7dd6a883-3037-420c-ae1d-b8099fa1807d,ellesse hellgrau malavita jacket trainingsjacke winterjacke,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse schwarz   weiß   schwarz t shirt', 86)]"
75746,6be78636-2176-4b4d-ba77-00c2155a9e5e,ellesse offwhite clari scarf schal,ellesse,"[('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86), ('ellesse weiß   himmelblau   mandarine   weiß t shirt   fantucci ', 86)]"
75757,fb110d05-a29d-4aa1-8ec0-dbed7534eafc,ellesse schwarz frenta hoody kapuzenpullover sweatshirt,ellesse,"[('ellesse schwarz   weiß   schwarz sweatshirt', 88), ('ellesse schwarz   weiß   schwarz sweatshirt', 88)]"
75812,def77f2c-5657-41cb-b3de-9e43055850f0,ellesse schwarz nurra fashion trunks 5 pack panties,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse burgunder   lila tasche', 86)]"
75883,ec54fdda-c265-4311-9e58-112488b5cc9d,ellesse pink detta jogginghose,ellesse,"[('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86), ('ellesse weiß   himmelblau   mandarine   weiß t shirt   fantucci ', 86)]"
75949,1fc15de7-a58e-4cd0-bcc2-2fcec960d23a,ellesse schwarz angola fleecejacke,ellesse,"[('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86), ('ellesse weiß   himmelblau   mandarine   weiß t shirt   fantucci ', 86)]"
75961,e71ad68b-9f22-4ef6-ac0d-c7ecb0ae30f3,ellesse mehrfarbig conchiglia  funktionsshirt top,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse burgunder   lila tasche', 86)]"
75988,a2b319e8-ad05-43b5-ab64-db144163f64b,ellesse schwarz cartson zip track sweatshirt,ellesse,"[('ellesse schwarz   weiß   schwarz sweatshirt', 88), ('ellesse schwarz   weiß   schwarz sweatshirt', 88)]"
76039,10a681ec-75b5-4421-a0de-5131a71cde68,ellesse weiß nasello badeshorts,ellesse,"[('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86), ('ellesse weiß   himmelblau   mandarine   weiß t shirt   fantucci ', 86)]"
76129,c3b9075a-0bfb-4a01-9bf8-4722a2f9f6a3,ellesse lila teynor badeshorts,ellesse,"[('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86), ('ellesse weiß   himmelblau   mandarine   weiß t shirt   fantucci ', 86)]"
76153,9f153d84-6643-403d-a66b-58a6bfd65954,ellesse mehrfarbig savvy top funktionsshirt,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse schwarz   weiß   grenadine   mandarine   schwarz sweatshirt', 86)]"
76316,14277a61-a187-4c0d-bd2b-dabb19c25955,ellesse blau disantro badeshorts,ellesse,"[('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86), ('ellesse weiß   himmelblau   mandarine   weiß t shirt   fantucci ', 86)]"
76498,20a5866e-d7da-4a39-bef9-ee08a3d79081,ellesse schwarz dyne tee t shirt print,ellesse,"[('ellesse schwarz   weiß   schwarz t shirt', 87), ('ellesse schwarz   weiß   schwarz t shirt', 87)]"
76575,b8ed7bde-3a3c-442a-a6cd-e64a320b1e18,ellesse weiß franka tee t shirt print,ellesse,"[('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86), ('ellesse weiß   himmelblau   mandarine   weiß t shirt   fantucci ', 86)]"
76645,1b3b8c5a-5558-431b-be8b-72af344e0934,ellesse hellgrau cella  t shirt print,ellesse,"[('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86), ('ellesse weiß   himmelblau   mandarine   weiß t shirt   fantucci ', 86)]"
76670,1ae0d293-cbe4-4999-9b9d-6896b9ec7824,ellesse weiß pullo socks 3 pack  socken,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86)]"
76720,ba40b866-5333-470b-8bdc-5052885c0a43,ellesse weiß arcille hoody kapuzenpullover,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse schwarz   weiß   grenadine   mandarine   schwarz sweatshirt', 86)]"
76722,7e3757f7-bf3a-4e6b-80b9-9646e8bc071b,ellesse schwarz digittee t shirt print,ellesse,"[('ellesse schwarz   weiß   schwarz t shirt', 87), ('ellesse schwarz   weiß   schwarz t shirt', 87)]"
76893,79011799-8b49-4f6f-bc5c-1368f94331e9,ellesse grau yenori water reactive jacket trainingsjacke,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse burgunder   lila tasche', 86)]"
76924,08c13998-2566-473a-95ac-9b6f1659a009,ellesse schwarz templeton umhängetasche,ellesse,"[('ellesse schwarz   weiß   schwarz umhängetasche', 88), ('ellesse weiß   weiß sneaker', 86)]"
76993,35470944-cb04-4aed-945f-f15a767e252c,ellesse weiß paired track pant jogginghose,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse schwarz   weiß   grenadine   mandarine   schwarz sweatshirt', 86)]"
77040,e76ac857-4876-4fa0-adb3-4413a998257c,ellesse schwarz osman t shirt print,ellesse,"[('ellesse schwarz   weiß   schwarz t shirt', 87), ('ellesse schwarz   weiß   schwarz t shirt', 87)]"
77046,5ae42dc5-76b8-42c2-9ae2-72afaccf2ef1,ellesse schwarz ralio 5 pack panties,ellesse,"[('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86), ('ellesse weiß   himmelblau   mandarine   weiß t shirt   fantucci ', 86)]"
77068,98b972e0-50b6-4bb5-a383-c832a9c6a7fb,ellesse weiß milli 3 pack unisex socken,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86)]"
77069,f1779787-33d8-4b27-b9f6-f22d6919680f,ellesse rosa constancie set unisex t shirt print shorts,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse burgunder   lila tasche', 86)]"
77124,84794968-44cd-4640-87a2-91bd9e1f437a,ellesse pink kelley leggings   hosen shorts,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse schwarz   weiß   grenadine   mandarine   schwarz sweatshirt', 86)]"
77171,501e8ddd-c14d-455f-aeb3-3e6cd5a803b4,ellesse grün agapanthus hoody kapuzenpullover sweatshirt,ellesse,"[('ellesse grün   grün sweatshirt  agapanthus ', 95), ('ellesse weiß   weiß sneaker', 86)]"
77199,824c24fc-2342-42a0-be75-7ffb55bb34fc,ellesse pink primia jogger jogginghose,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86)]"
77225,5bc8feb2-0c33-4235-b117-78296de0b429,ellesse schwarz serento sport suit trainingsanzug,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse burgunder   lila tasche', 86)]"
77343,49b2feb7-daa4-444f-ae15-851d77cd4b80,ellesse grau meliert asali cropped unisex t shirt print,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse burgunder   lila tasche', 86)]"
77416,43ae53e4-cf0f-4500-ad1e-7082c04439c3,ellesse blau lombardy padded jacket übergangsjacke,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse burgunder   lila tasche', 86)]"
77446,722f8bad-1911-4824-8fab-d95b36e841aa,ellesse weiß lieta skirt a linien rock minirock,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse nude   beige sneaker', 86)]"
77541,c8efc95d-ebed-457d-9274-34fc5641806c,ellesse schwarz freccia jacket leichte jacke windbreaker,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse burgunder   lila tasche', 86)]"
77593,8ef81e22-5586-4c88-853d-2950f6aff537,ellesse dunkelgrau regalio padded übergangsjacke,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse burgunder   lila tasche', 86)]"
77596,bc27c90d-93b5-453b-b849-f347d0cd67be,ellesse weiß aprela tee t shirt print,ellesse,"[('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86), ('ellesse weiß   himmelblau   mandarine   weiß t shirt   fantucci ', 86)]"
77698,f0625fba-71ae-4e27-aead-008f61454f4a,ellesse schwarz natario t shirt basic,ellesse,"[('ellesse schwarz   weiß   schwarz t shirt', 87), ('ellesse schwarz   weiß   schwarz t shirt', 87)]"
77722,878c2901-ecbc-4e59-a868-fbb4ee3a3d7a,ellesse schwarz tello swim badeshorts,ellesse,"[('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86), ('ellesse weiß   himmelblau   mandarine   weiß t shirt   fantucci ', 86)]"
77755,b4726e1b-23d0-476f-aebf-8e27da158bb3,ellesse dunkelblau louiso unisex   teens   9 years gürtel,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse burgunder   lila tasche', 86)]"
77779,32d6a8e0-89ad-4577-8a7f-2e882cb32635,ellesse weiß reidi teddy jacket winterjacke,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse schwarz   weiß   grenadine   mandarine   schwarz sweatshirt', 86)]"
77929,261c0ff7-f134-497c-9642-78ac8df66af0,ellesse khaki parum winterjacke,ellesse,"[('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86), ('ellesse weiß   himmelblau   mandarine   weiß t shirt   fantucci ', 86)]"
78054,259c0e45-e53f-417c-908e-5b926ccf58ea,ellesse weiß bergi unisex langarmshirt,ellesse,"[('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86), ('ellesse weiß   himmelblau   mandarine   weiß t shirt   fantucci ', 86)]"
78203,3416b2f2-9e96-416d-8e05-5dcfa789b8b5,ellesse hellgrau india pant jogginghose,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86)]"
78234,6fe14efc-d129-49a4-bf7d-8a12f3225bb5,ellesse orange nouba kapuzenpullover sweatshirt,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse burgunder   lila tasche', 86)]"
78300,f45bad85-6ed2-4846-a1a9-2b54d3cf9fc5,ellesse dunkelblau lentamente  t shirt print,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse schwarz   weiß   grenadine   mandarine   schwarz sweatshirt', 86)]"
78307,0d6b55ea-6817-45d3-81b6-9f456ad6c0f4,ellesse bordeaux jesser pant jogginghose,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86)]"
78335,69455edd-d343-477e-83d5-84d5431bedf1,ellesse schwarz canaletto t shirt print,ellesse,"[('ellesse schwarz   weiß   schwarz t shirt', 87), ('ellesse orangerot   schwarz   schwarz t shirt  canaletto ', 87)]"
78349,68ba5a94-8b13-4044-a7c6-060669737818,ellesse grün rellia leggings   hosen shorts,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse schwarz   weiß   grenadine   mandarine   schwarz sweatshirt', 86)]"
78387,fea48a6d-4593-493e-af9e-140ab25d79ff,ellesse schwarz tanker  sneaker low,ellesse,"[('ellesse schwarz   schwarz sneaker', 95), ('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86)]"
78465,94398674-a04b-48c2-81c8-3b6c287ec925,ellesse weiß campo  sneaker low,ellesse,"[('ellesse weiß   weiß sneaker', 95), ('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86)]"
78543,5f205b50-0b08-40e9-b8ae-76512c52b0ea,ellesse schwarz speedio tights,ellesse,"[('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86), ('ellesse weiß   himmelblau   mandarine   weiß t shirt   fantucci ', 86)]"
78664,9cee2044-78b5-4168-96f5-05356649b53c,ellesse schwarz torres set unisex body,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86)]"
78678,8add14df-8b45-4465-af92-2e3ed62701cf,ellesse schwarz sala shorts,ellesse,"[('ellesse schwarz   weiß   schwarz shorts', 87), ('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86)]"
78718,07e203f8-789a-4e5a-bc13-23c5d448c418,ellesse dunkelgrün unisex t shirt print,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86)]"
78720,fa31552b-9ec3-47c4-ba5d-6384f7a1aeb7,ellesse schwarz klara unisex hut,ellesse,"[('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86), ('ellesse weiß   himmelblau   mandarine   weiß t shirt   fantucci ', 86)]"
78864,1acfb3d1-fa6a-4419-83f2-46a92d86a4bb,ellesse schwarz ragusa unisex cap,ellesse,"[('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86), ('ellesse weiß   himmelblau   mandarine   weiß t shirt   fantucci ', 86)]"
79020,f96be4d9-6e81-4ac4-8493-9f526a1e39a7,ellesse grau meliert stalo tights,ellesse,"[('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86), ('ellesse weiß   himmelblau   mandarine   weiß t shirt   fantucci ', 86)]"
79037,bd1817fd-6a41-4dd5-b43e-11cd309749b3,ellesse schwarz triome sweatshirt,ellesse,"[('ellesse schwarz   weiß   schwarz sweatshirt', 88), ('ellesse schwarz   schwarz sweatshirt  primero ', 88)]"
79136,02e380d8-2bd4-463f-bb6b-f93f78b34fe0,ellesse schwarz dazoni track pant unisex jogginghose,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse burgunder   lila tasche', 86)]"
79164,bb8015e7-018a-4a4b-a71a-e8c6b33c14d2,ellesse grau filip t shirt print,ellesse,"[('ellesse grau   grau shirt', 95), ('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86)]"
79252,f6274912-8c68-40de-bc0e-ad29e379de2a,ellesse pink valina winterjacke,ellesse,"[('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86), ('ellesse weiß   himmelblau   mandarine   weiß t shirt   fantucci ', 86)]"
79258,9866aefb-4fb2-4f00-bfc2-8fee6542663e,ellesse grün freyah set bikini,ellesse,"[('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86), ('ellesse weiß   himmelblau   mandarine   weiß t shirt   fantucci ', 86)]"
79390,8053363a-5136-4d53-b789-b593c1de6c84,ellesse schwarz pejo winterjacke,ellesse,"[('ellesse silber   schwarz   silber winterjacke', 87), ('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86)]"
79601,4dd6c9e4-9695-4e59-a356-f29337dec4c8,ellesse schwarz zettio jogginghose,ellesse,"[('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86), ('ellesse weiß   himmelblau   mandarine   weiß t shirt   fantucci ', 86)]"
79779,62386e0d-b5ee-47d2-9ad4-626cb86d480f,ellesse schwarz gelatte skort sportrock,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86)]"
79841,1ac6591c-9894-480b-a323-4665c14f4b26,ellesse dunkelblau toyle shorts jogginghose,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse schwarz   weiß   grenadine   mandarine   schwarz sweatshirt', 86)]"
79844,46bce5e5-8c92-4ed5-9fe8-b6b9ab4d95aa,ellesse schwarz glassi t shirt basic,ellesse,"[('ellesse schwarz   weiß   schwarz t shirt', 87), ('ellesse schwarz   weiß   schwarz t shirt', 87)]"
79857,17f1a74b-5c7f-4ea6-bdd3-b055f80734d7,ellesse schwarz parmo fashion trunks  2 pack  panties,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse burgunder   lila tasche', 86)]"
79888,d667915b-3587-42fc-a9b9-dd0e344b529d,ellesse silberfarben jossie short jogginghose shorts,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse burgunder   lila tasche', 86)]"
79924,4a9f9d0e-79d0-434e-87a6-0e45a6ba71d2,ellesse schwarz ricaro unisex cap,ellesse,"[('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86), ('ellesse weiß   himmelblau   mandarine   weiß t shirt   fantucci ', 86)]"
79926,b98282a5-67c1-4ff3-b1a4-98a6b5d35bc8,ellesse blau valentina padded  winterjacke,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse schwarz   weiß   grenadine   mandarine   schwarz sweatshirt', 86)]"
79927,1d26fe36-2109-4680-96d4-fd2aa8dbe2de,ellesse schwarz cylojog pant jogginghose,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86)]"
80079,0f7d73f5-91f0-4863-9944-d8c82c94babb,ellesse schwarz sperlari tee t shirt print,ellesse,"[('ellesse schwarz   weiß   schwarz t shirt', 87), ('ellesse schwarz   weiß   schwarz t shirt', 87)]"
80086,d94f63cf-60ea-4943-91b5-7cb68f27d013,ellesse schwarz theo nachtwäsche set pyjama,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse schwarz   weiß   grenadine   mandarine   schwarz sweatshirt', 86)]"
80120,989dd9ef-ce2c-4429-acab-d3ef1624170a,ellesse dunkelblau tener track jacket trainingsjacke,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse burgunder   lila tasche', 86)]"
80144,ce0d8ce2-3b69-4ac4-945a-d5a56ded7d37,ellesse khaki malia tee t shirt print,ellesse,"[('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86), ('ellesse weiß   himmelblau   mandarine   weiß t shirt   fantucci ', 86)]"
80195,c11f97ab-2f8e-4bc4-b3e3-b995749220d1,ellesse schwarz colino jogginghose,ellesse,"[('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86), ('ellesse weiß   himmelblau   mandarine   weiß t shirt   fantucci ', 86)]"
80206,df0b13d5-918d-4813-a62b-c5750d36e995,ellesse schwarz karolina bra top 2 pack bustier,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse burgunder   lila tasche', 86)]"
80232,d3072037-06c5-4b7f-9a06-a6943a2023b4,ellesse lila lanbrone t shirt print,ellesse,"[('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86), ('ellesse weiß   himmelblau   mandarine   weiß t shirt   fantucci ', 86)]"
80305,7e152380-6dc0-4576-a5cb-648d5474cc06,ellesse neonpink martinia unisex funktionsshirt top,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse burgunder   lila tasche', 86)]"
80321,dc02cb58-5bf3-4376-8674-0df89a63e54f,ellesse schwarz parmo fashion trunks 2 pack panties,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse burgunder   lila tasche', 86)]"
80332,fd33e322-89b5-4e76-a805-231234b93886,ellesse schwarz tenori track windbreaker,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86)]"
80344,a0908481-40b1-45bb-979f-c0695b94892b,ellesse schwarz percanu kapuzenpullover sweatshirt,ellesse,"[('ellesse schwarz   weiß   schwarz sweatshirt', 88), ('ellesse schwarz   weiß   schwarz sweatshirt', 88)]"
80356,4cf065e5-fcd7-47ca-8750-739d34701cd4,ellesse schwarz wendia freizeitkleid,ellesse,"[('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86), ('ellesse weiß   himmelblau   mandarine   weiß t shirt   fantucci ', 86)]"
80425,fa77ec0f-bc17-487c-a57e-c2c226b36ef8,ellesse schwarz mentie crew sweatshirt,ellesse,"[('ellesse schwarz   weiß   schwarz sweatshirt', 88), ('ellesse schwarz   weiß   schwarz sweatshirt', 88)]"
80430,abdfd0fa-494a-4590-a3dd-8fdca88292b5,ellesse dunkelgrau regalio winterjacke,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86)]"
80438,6da62027-2eca-4b7f-939e-56d6728c244c,ellesse schwarz skilia oh hoody kapuzenpullover,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse burgunder   lila tasche', 86)]"
80511,befd9513-7e21-4758-b48d-15c42c714133,ellesse schwarz lillium tee t shirt print,ellesse,"[('ellesse schwarz   weiß   schwarz t shirt', 87), ('ellesse schwarz   weiß   schwarz t shirt', 87)]"
80570,1fbe8fb2-71e4-42d0-a65b-8862fcb378ea,ellesse anthrazit igris paddeda jacket winterjacke,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse burgunder   lila tasche', 86)]"
80604,39678609-a44c-4015-b27f-44af85b45b17,ellesse schwarz maxi jacket softshelljacke,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse schwarz   weiß   grenadine   mandarine   schwarz sweatshirt', 86)]"
80780,5c2706ea-1a50-4962-bafb-48f1743a378c,ellesse schwarz ovee top,ellesse,"[('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86), ('ellesse weiß   himmelblau   mandarine   weiß t shirt   fantucci ', 86)]"
80797,ece3b16f-cfd6-49d1-945e-ef670cf68161,ellesse schwarz centri dress jerseykleid,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86)]"
80861,601de05d-3262-4864-be76-de3f6191534d,ellesse grau vincoli crew sweatshirt,ellesse,"[('ellesse grau   grau sweatshirt', 95), ('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86)]"
80909,a4f08598-cae3-462c-b790-207f682b8fa7,ellesse schwarz tepolini trainingsjacke,ellesse,"[('ellesse weiß   schwarz trainingsjacke', 89), ('ellesse weiß   schwarz   weiß trainingsjacke', 89)]"
80917,a1440727-7b9d-42f3-a926-94ed7f65e8ba,ellesse pink suzina leggings   hosen shorts,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse schwarz   weiß   grenadine   mandarine   schwarz sweatshirt', 86)]"
81074,4373ab9f-d382-4e3a-acf5-df9003a18446,ellesse schwarz valetina winterjacke,ellesse,"[('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86), ('ellesse weiß   himmelblau   mandarine   weiß t shirt   fantucci ', 86)]"
81132,c15bd191-a9ff-4637-9e75-c5c319ec448c,ellesse schwarz witter crop langarmshirt,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86)]"
81138,c479d0ed-169c-405c-941f-8e1d9a07a30e,ellesse schwarz remano tee t shirt print,ellesse,"[('ellesse schwarz   weiß   schwarz t shirt', 87), ('ellesse schwarz   weiß   schwarz t shirt', 87)]"
81201,61381da7-b27f-4ca8-9bbb-376ef207ce7b,ellesse dunkelrot fierro sweatshirt,ellesse,"[('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86), ('ellesse weiß   himmelblau   mandarine   weiß t shirt   fantucci ', 86)]"
81324,5ac9ee8a-0706-49de-980f-818dee91e4ea,ellesse weiß kagalo unisex   teens   9 years gürtel,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse burgunder   lila tasche', 86)]"
81376,d4aac0d2-ed73-44e8-84c5-f34abb881415,ellesse weiß luce t shirt print,ellesse,"[('ellesse weiß   weiß shirt', 95), ('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86)]"
81379,5c60bc4c-44d2-49ee-bce9-47dc2d0a956f,ellesse weiß tanker sneaker low,ellesse,"[('ellesse weiß   weiß sneaker', 95), ('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86)]"
81403,433262ac-d5a6-4fff-855b-55c0cd23f6ef,ellesse schwarz isabela socks 6 pack unisex socken,ellesse,"[('ellesse weiß   schwarz   weiß socken', 87), ('ellesse weiß   schwarz   weiß socken', 87)]"
81408,0551514c-278a-41d7-ab04-ba630567607d,ellesse pink parmo fashion trunks 2 pack panties,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse burgunder   lila tasche', 86)]"
81418,ead2ceb5-b8ac-4d99-b125-ca11f4230ae0,ellesse grün pruno übergangsjacke,ellesse,"[('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86), ('ellesse weiß   himmelblau   mandarine   weiß t shirt   fantucci ', 86)]"
81429,593b8be4-da48-4c35-b911-6c5432b4da0d,ellesse neonpink delle t shirt print,ellesse,"[('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86), ('ellesse weiß   himmelblau   mandarine   weiß t shirt   fantucci ', 86)]"
81550,55bbdaf9-4bb9-4367-8ff2-ee1e436e218a,ellesse weiß t shirt print,ellesse,"[('ellesse weiß   weiß shirt', 95), ('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86)]"
81579,4c149ac4-276d-4e66-9e13-f236024c8e85,ellesse dunkelblau gottero sweatshirt kapuzenpullover,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse burgunder   lila tasche', 86)]"
81613,24026097-9b84-44d8-8a25-88ebad527fb3,ellesse dunkelgrau queenstown jogginghose,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse schwarz   weiß   grenadine   mandarine   schwarz sweatshirt', 86)]"
81668,18245878-0907-4dc7-8f1b-a22bb258741d,ellesse schwarz penrose legging tights,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86)]"
81675,90bc1d02-c5d0-4673-88e7-6225db8d8657,ellesse gelb merneto langarmshirt,ellesse,"[('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86), ('ellesse weiß   himmelblau   mandarine   weiß t shirt   fantucci ', 86)]"
